Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Total Claim Amount,Policy Type,Vehicle Class,State,Gender
HR64765,,,High School or Below,8485.385641,0,244,0,1756.8,Personal Auto,Luxury Car,Washington,M
FM70419,,,College,4740.202507,0,72,1,518.4,Personal Auto,Four-Door Car,Oregon,M
GX51965,,,High School or Below,8564.768226,95697,107,0,178.006524,Personal Auto,Sports Car,California,M
OS75351,,,College,2393.915369,0,70,0,425.266308,Personal Auto,Four-Door Car,Oregon,M
TU25694,,,High School or Below,2458.746211,0,70,0,504.0,Personal Auto,Four-Door Car,Oregon,M
JS90115,,,High School or Below,19597.05706,64559,62,0,107.538749,Personal Auto,Four-Door Car,Nevada,F
KW93227,,,College,21892.93859,58149,61,0,292.8,Special Auto,Four-Door Car,Washington,M
SU41739,,,College,8728.456239,0,124,0,473.469932,Personal Auto,SUV,California,M
TV75816,,,High School or Below,2386.201293,70911,63,3,302.4,Corporate Auto,Two-Door Car,Oregon,M
RS54064,,,High School or Below,21892.3539,78337,62,2,36.285512,Corporate Auto,Two-Door Car,Washington,M
OB63331,,,Doctor,2813.50617,50397,70,0,350.65008,Corporate Auto,Four-Door Car,Arizona,F
TI58610,,,Master,2996.889929,51199,74,0,355.2,Corporate Auto,Four-Door Car,Arizona,F
TJ82551,,,Bachelor,4063.331688,46928,102,1,631.402071,Personal Auto,Four-Door Car,Nevada,F
ZO43755,,,Master,8368.875358,23879,107,0,635.64283,Corporate Auto,SUV,Oregon,F
VG16827,,,Master,4626.801093,79487,114,0,547.2,Personal Auto,SUV,California,F
KJ48497,,,High School or Below,7516.786075,0,106,0,850.593038,Personal Auto,SUV,Oregon,F
NA27429,,,High School or Below,3644.833554,82477,90,0,432.0,Personal Auto,Two-Door Car,Nevada,F
AZ38648,,,Master,11981.98481,21514,62,0,257.248789,Personal Auto,Two-Door Car,Washington,F
SR53077,,,High School or Below,2601.810999,57231,65,0,305.117221,Personal Auto,Four-Door Car,Nevada,F
UO12263,,,High School or Below,4654.954187,0,69,4,331.2,Corporate Auto,Four-Door Car,Oregon,F
BC86800,,,Bachelor,3579.773094,84598,89,2,639.267653,Personal Auto,Two-Door Car,California,F
ZQ28996,,,College,5388.023812,48895,68,0,325.009146,Corporate Auto,Four-Door Car,Nevada,M
JI42730,,,High School or Below,3705.291862,84493,92,0,441.6,Personal Auto,Four-Door Car,Arizona,M
VF21170,,,Bachelor,8613.464001,37277,109,1,417.72438,Personal Auto,SUV,California,F
MP25903,,,High School or Below,2703.266928,0,71,0,497.392925,Personal Auto,Two-Door Car,Oregon,M
YH24323,,,College,2511.697993,14906,66,0,421.632668,Corporate Auto,Four-Door Car,California,F
XB86235,,,Doctor,24186.24342,14710,112,0,537.6,Personal Auto,Sports Car,Arizona,M
WR53191,,,Bachelor,15120.21281,20656,130,0,706.114237,Corporate Auto,SUV,California,F
UM83813,,,Bachelor,13379.81103,0,194,0,1396.8,Personal Auto,Luxury SUV,Oregon,F
JW45704,,,Bachelor,2308.692609,0,64,0,431.768752,Personal Auto,Four-Door Car,California,M
PV26437,,,Bachelor,7319.575712,57777,61,1,273.879927,Corporate Auto,Four-Door Car,California,F
AX39008,,,Bachelor,26113.36,80409,74,0,262.984836,Personal Auto,Two-Door Car,Oregon,M
DJ52170,,,High School or Below,5639.941974,73168,70,0,425.800112,Special Auto,Four-Door Car,California,M
RM34371,,,Bachelor,4715.285559,0,64,0,345.345026,Personal Auto,Two-Door Car,Nevada,F
TZ65661,,,College,2742.797845,32437,69,0,331.2,Corporate Auto,Two-Door Car,California,F
YD74214,,,College,3808.122147,94903,94,0,451.2,Personal Auto,Two-Door Car,California,F
AR99766,,,Bachelor,4692.048347,82534,118,0,4.23752,Personal Auto,SUV,Nevada,F
ZA30025,,,Bachelor,4055.399126,0,121,0,1215.970113,Personal Auto,SUV,Arizona,M
IE85867,,,High School or Below,41787.90343,46587,119,2,571.2,Personal Auto,Four-Door Car,Arizona,F
XK52242,,,Bachelor,9800.33636,32245,124,0,257.502471,Personal Auto,SUV,California,M
RP12388,,,Bachelor,12379.56803,39886,64,1,290.359207,Personal Auto,Two-Door Car,Arizona,M
TP30316,,,College,9705.30895,79157,61,0,117.781906,Corporate Auto,Two-Door Car,California,M
RS60249,,,Bachelor,4253.283113,0,62,0,446.4,Personal Auto,Two-Door Car,Oregon,M
AL50693,,,Bachelor,3567.503755,0,102,0,660.430456,Corporate Auto,SUV,Oregon,M
SH36838,,,High School or Below,5153.91989,0,74,0,532.8,Personal Auto,Four-Door Car,Arizona,M
CV44550,,,College,7559.206998,0,119,1,964.51598,Corporate Auto,Four-Door Car,Arizona,M
YO23637,,,College,4194.906755,0,64,3,759.285255,Special Auto,Two-Door Car,Washington,M
AJ32539,,,Bachelor,2829.312319,25860,72,0,345.6,Personal Auto,Four-Door Car,Oregon,M
VQ48245,,,Master,3221.788294,77882,79,0,379.2,Personal Auto,Four-Door Car,Washington,F
ID15010,,,Doctor,10972.06778,24164,137,0,657.6,Personal Auto,Sports Car,Oregon,M
RH28799,,,College,2430.959055,0,70,0,341.329847,Personal Auto,Four-Door Car,Arizona,M
WC72942,,,High School or Below,3790.190029,66169,96,1,156.429591,Personal Auto,Two-Door Car,Oregon,M
HT92952,,,Bachelor,8838.085637,82664,114,3,133.425609,Corporate Auto,SUV,California,M
LR82110,,,Doctor,20101.65141,23638,102,0,489.6,Personal Auto,SUV,Nevada,F
JE19783,,,Bachelor,6388.21126,26436,83,0,398.4,Personal Auto,Two-Door Car,Arizona,M
MX97096,,,College,2656.522604,0,78,1,374.4,Personal Auto,Four-Door Car,Nevada,F
TD51026,,,Bachelor,7714.60093,13154,102,0,489.6,Personal Auto,SUV,Arizona,M
SD75391,,,Master,2704.537211,24173,70,0,181.468292,Personal Auto,Four-Door Car,California,F
CN29830,,,High School or Below,2495.464753,26689,64,0,424.711758,Corporate Auto,Four-Door Car,California,M
RV52244,,,Bachelor,2498.35063,31357,63,0,2.016239,Personal Auto,Four-Door Car,Arizona,F
WA59097,,,College,5614.587986,40417,71,1,130.303439,Personal Auto,Four-Door Car,Oregon,F
TV23956,,,High School or Below,2089.337182,0,63,1,453.6,Personal Auto,Four-Door Car,Washington,M
XQ81794,,,High School or Below,5137.349322,93872,64,0,206.495442,Personal Auto,Four-Door Car,Arizona,M
BB21794,,,Bachelor,5394.913017,29853,69,0,76.586018,Personal Auto,Four-Door Car,Oregon,F
HC63693,,,College,7341.741414,88049,92,0,567.065802,Corporate Auto,Two-Door Car,Arizona,F
KJ55021,,,College,4791.081559,29111,63,0,302.4,Personal Auto,Four-Door Car,Washington,F
HX45529,,,Master,25169.18817,37282,79,0,222.508607,Personal Auto,Four-Door Car,Oregon,M
XY78443,,,College,2147.656911,0,62,0,297.6,Personal Auto,Two-Door Car,Arizona,F
KQ38375,,,Bachelor,9902.392683,0,133,0,945.169882,Personal Auto,SUV,California,F
HC66205,,,High School or Below,3157.742637,58248,80,0,134.371323,Corporate Auto,Four-Door Car,Washington,M
KF62288,,,High School or Below,6269.136365,0,89,1,942.277602,Special Auto,Two-Door Car,Oregon,F
YE46109,,,College,10839.50749,26367,139,0,105.991559,Personal Auto,SUV,Arizona,F
TT30338,,,Master,7675.871354,89586,63,1,302.4,Personal Auto,Four-Door Car,Arizona,F
MC22692,,,High School or Below,7035.974353,86642,87,0,234.057985,Personal Auto,Two-Door Car,Washington,F
FW17421,,,High School or Below,3576.705025,24959,89,0,640.8,Corporate Auto,Four-Door Car,Washington,F
KE83023,,,Bachelor,10845.74473,27279,137,0,770.227699,Personal Auto,SUV,Oregon,M
HT96569,,,Bachelor,2656.99458,57117,67,0,321.6,Personal Auto,Four-Door Car,Oregon,M
GO27855,,,College,6883.665071,64600,86,0,168.28738,Personal Auto,Four-Door Car,Oregon,F
UX71974,,,College,20314.44095,42218,180,3,212.130344,Personal Auto,Luxury Car,California,M
QT97406,,,Bachelor,20120.56053,32869,85,0,117.467331,Corporate Auto,Two-Door Car,Arizona,M
QQ37605,,,Master,2547.370551,26047,64,1,187.903224,Personal Auto,Four-Door Car,Washington,F
BL79888,,,High School or Below,34611.37896,20090,109,0,523.2,Personal Auto,Sports Car,Oregon,F
WF91295,,,High School or Below,4254.620669,11904,61,2,292.8,Personal Auto,Two-Door Car,Oregon,F
NQ92014,,,High School or Below,3659.18314,0,106,0,763.2,Personal Auto,SUV,California,F
RP33869,,,Bachelor,2577.514741,49467,65,0,413.695258,Personal Auto,Two-Door Car,Washington,F
TS31001,,,Bachelor,26243.85811,55705,113,0,149.90747,Personal Auto,SUV,Oregon,M
NE58217,,,Bachelor,27064.46339,83560,113,1,276.048405,Corporate Auto,Four-Door Car,Oregon,F
BV57364,,,College,8092.87696,50825,102,0,369.614729,Personal Auto,SUV,Arizona,M
FS84707,,,Doctor,2691.217074,82108,67,0,52.804096,Personal Auto,Four-Door Car,Nevada,F
AN80983,,,College,5218.343293,85721,65,0,312.0,Corporate Auto,Four-Door Car,Oregon,M
UU84036,,,High School or Below,8267.848845,59597,69,0,222.791933,Special Auto,Two-Door Car,California,M
XQ51968,,,High School or Below,5568.947534,0,79,1,407.440238,Corporate Auto,Two-Door Car,California,M
CY59740,,,High School or Below,2594.809242,0,73,0,350.4,Corporate Auto,Four-Door Car,California,M
XT58648,,,High School or Below,8646.504109,64125,108,0,369.818708,Personal Auto,SUV,Arizona,F
WZ63975,,,High School or Below,2423.755534,22319,63,1,302.4,Personal Auto,Two-Door Car,California,F
RQ72272,,,College,2814.2088,94304,71,0,182.815897,Personal Auto,Two-Door Car,Arizona,M
FR34560,,,Master,2506.263939,17193,66,0,316.8,Corporate Auto,Four-Door Car,Oregon,F
EF99768,,,High School or Below,4424.579094,37800,112,0,662.715218,Corporate Auto,SUV,California,F
LW50691,,,College,9555.169159,96269,118,0,58.776508,Personal Auto,Four-Door Car,Nevada,F
EP34249,,,College,13869.92705,28432,118,0,612.300581,Corporate Auto,SUV,Oregon,M
DQ54144,,,High School or Below,8841.77038,0,118,0,566.4,Personal Auto,SUV,Arizona,F
SE62920,,,Bachelor,8836.030712,63909,112,0,206.911942,Personal Auto,SUV,California,M
PL54420,,,Bachelor,33473.34946,33190,106,0,508.8,Personal Auto,SUV,Arizona,F
QG22665,,,College,5000.61936,43723,66,3,316.8,Personal Auto,Four-Door Car,Arizona,M
LJ59940,,,High School or Below,16468.22079,0,63,0,685.12694,Corporate Auto,Four-Door Car,Nevada,F
AV17528,,,High School or Below,9233.19066,42600,115,0,660.136987,Personal Auto,Sports Car,Nevada,F
ZU88796,,,Bachelor,2448.811216,87802,63,5,173.899238,Personal Auto,Four-Door Car,Arizona,F
SD96596,,,High School or Below,18544.30271,34087,235,0,889.518521,Personal Auto,Luxury SUV,Washington,F
LT98784,,,Master,5229.986897,18129,69,0,364.695093,Personal Auto,Four-Door Car,Oregon,M
OQ45659,,,College,41745.00646,45431,116,0,556.8,Personal Auto,Four-Door Car,Arizona,F
ZS66375,,,Bachelor,7531.033623,0,71,0,511.2,Personal Auto,Four-Door Car,California,F
EJ67407,,,High School or Below,8024.508444,95191,101,0,316.111035,Corporate Auto,Four-Door Car,Arizona,M
JD19036,,,Master,16261.16768,41671,136,0,570.388228,Personal Auto,SUV,Arizona,F
YO11701,,,High School or Below,8022.686194,53231,101,0,484.8,Personal Auto,SUV,Oregon,M
KO73340,,,College,2640.316068,77299,66,0,151.872106,Personal Auto,Four-Door Car,Oregon,M
BV53716,,,High School or Below,5266.420543,93348,65,0,108.567965,Personal Auto,Four-Door Car,Oregon,F
CV95479,,,Bachelor,3362.670123,0,107,2,770.4,Personal Auto,Four-Door Car,California,M
OZ97304,,,High School or Below,2630.009217,0,78,1,374.4,Corporate Auto,Four-Door Car,Arizona,F
RE63028,,,High School or Below,6486.111674,87210,81,0,353.592003,Personal Auto,Four-Door Car,Nevada,F
LN37854,,,College,18399.82784,0,73,0,525.6,Personal Auto,Four-Door Car,Arizona,F
MU76701,,,College,3921.018919,62445,98,1,681.167228,Personal Auto,Four-Door Car,Washington,F
VI66513,,,High School or Below,9688.334578,20009,87,1,987.122788,Corporate Auto,Four-Door Car,California,M
EB30823,,,College,19668.86758,0,67,1,482.4,Personal Auto,Four-Door Car,California,M
DQ19343,,,High School or Below,5583.068307,57925,72,1,204.620759,Corporate Auto,Two-Door Car,California,F
SB61617,,,Master,8935.03414,39910,112,0,561.499579,Personal Auto,SUV,California,M
DY92795,,,Bachelor,3226.850118,83252,80,0,384.0,Personal Auto,Four-Door Car,Oregon,F
WZ92405,,,College,7492.162376,31723,62,0,242.628654,Personal Auto,Two-Door Car,Nevada,F
WL21375,,,High School or Below,7890.597705,0,112,3,747.658769,Personal Auto,Four-Door Car,Arizona,F
KL83882,,,Bachelor,6639.328932,72661,83,1,398.4,Personal Auto,Four-Door Car,Nevada,F
ET87938,,,College,4328.864771,24711,62,0,362.989533,Personal Auto,Two-Door Car,Oregon,M
EQ87425,,,High School or Below,6919.016085,0,69,1,40.401396,Corporate Auto,Four-Door Car,California,F
UM17151,,,Bachelor,1898.007675,0,67,3,413.606733,Personal Auto,Two-Door Car,California,M
MS11057,,,Bachelor,9587.586583,84539,119,0,65.428481,Personal Auto,Four-Door Car,Oregon,M
UU99893,,,Master,7689.700105,42677,96,0,1084.95655,Personal Auto,Four-Door Car,Arizona,F
FE93665,,,High School or Below,7897.015071,0,72,0,518.4,Personal Auto,Two-Door Car,Oregon,F
AN53225,,,High School or Below,24672.65531,0,76,0,364.8,Personal Auto,Two-Door Car,Washington,M
RL12319,,,High School or Below,7484.383041,51692,186,0,892.8,Special Auto,Luxury Car,Oregon,F
AR25213,,,High School or Below,7282.967586,40858,184,0,883.2,Personal Auto,Luxury SUV,Arizona,M
JL15127,,,College,9816.528302,37256,62,0,128.969729,Personal Auto,Four-Door Car,Nevada,M
SD42668,,,Bachelor,5295.625697,0,74,0,532.8,Personal Auto,Four-Door Car,Washington,M
ZG82127,,,Bachelor,12741.84754,73054,106,1,419.365958,Corporate Auto,SUV,California,F
DW37404,,,Bachelor,7858.047444,20532,67,0,282.657499,Personal Auto,Four-Door Car,California,F
XM87301,,,Bachelor,2397.536652,0,66,0,596.494439,Personal Auto,Four-Door Car,Oregon,M
TJ46491,,,College,5980.846151,22946,76,0,377.350433,Personal Auto,Four-Door Car,Oregon,F
KA98111,,,Bachelor,2513.117202,22475,64,1,307.2,Personal Auto,Four-Door Car,Washington,M
IM15816,,,High School or Below,9403.962744,79440,117,0,500.638118,Personal Auto,SUV,Oregon,F
ZT63368,,,College,2618.80573,0,74,0,470.956628,Personal Auto,Four-Door Car,Arizona,M
VU79621,,,Master,8139.996817,0,108,0,518.4,Personal Auto,Sports Car,Oregon,M
HP20623,,,High School or Below,5227.570224,70988,65,0,312.0,Personal Auto,Four-Door Car,California,F
RY44996,,,High School or Below,2677.223462,56536,67,0,301.891189,Special Auto,Four-Door Car,Oregon,F
YS71471,,,High School or Below,2685.738737,45754,69,0,333.189774,Personal Auto,Two-Door Car,Arizona,M
VW74085,,,High School or Below,5932.560456,48278,74,0,98.198664,Personal Auto,Two-Door Car,Oregon,F
YD76280,,,High School or Below,2335.878238,22087,61,2,292.8,Personal Auto,Two-Door Car,Oregon,M
TL67005,,,High School or Below,4811.184482,0,136,1,569.908338,Corporate Auto,SUV,California,F
MO65595,,,Bachelor,3386.532195,0,92,0,571.593637,Personal Auto,Two-Door Car,Nevada,F
RX96438,,,High School or Below,2311.211287,24400,62,0,297.6,Corporate Auto,Two-Door Car,Washington,F
VA65117,,,High School or Below,7635.422232,0,110,0,1138.687583,Personal Auto,SUV,Oregon,M
KG16176,,,College,2434.849287,0,66,0,167.073308,Personal Auto,Four-Door Car,Washington,F
NT79981,,,High School or Below,3605.974564,13199,93,0,582.462008,Personal Auto,Four-Door Car,Nevada,F
ES88339,,,Master,3337.980868,60607,83,0,379.583119,Corporate Auto,Four-Door Car,California,M
AD33971,,,Doctor,12564.06775,0,68,0,326.4,Personal Auto,Four-Door Car,California,M
JR84006,,,High School or Below,2454.355436,74624,62,1,297.6,Personal Auto,Four-Door Car,Washington,M
FN66436,,,College,10722.0645,54311,90,0,385.572011,Personal Auto,Two-Door Car,California,F
YX84828,,,Bachelor,5079.830406,0,68,0,326.4,Personal Auto,Two-Door Car,Oregon,F
JH94846,,,Bachelor,3829.278604,19240,99,0,475.2,Personal Auto,Four-Door Car,California,F
TX73398,,,Bachelor,3697.04094,0,113,0,813.6,Personal Auto,Two-Door Car,Nevada,M
RX45809,,,College,14854.19552,37899,187,0,246.993145,Personal Auto,Luxury SUV,California,M
US36532,,,High School or Below,4938.21454,76283,61,0,292.8,Corporate Auto,Four-Door Car,Arizona,F
RN86953,,,High School or Below,7536.070851,69674,62,1,297.6,Personal Auto,Two-Door Car,California,F
RZ50353,,,High School or Below,6243.141785,57734,78,0,374.4,Personal Auto,Four-Door Car,California,M
QP32003,,,College,9983.128441,0,93,0,669.6,Personal Auto,Four-Door Car,Arizona,F
WN91943,,,College,12948.39854,30763,111,0,1072.532443,Personal Auto,Four-Door Car,California,M
BR24590,,,Bachelor,2510.593651,0,70,0,522.41314,Personal Auto,Four-Door Car,Arizona,M
UI57491,,,Bachelor,5165.571852,0,72,0,518.4,Personal Auto,Two-Door Car,California,M
UJ70796,,,College,7413.422501,52130,62,0,124.463095,Personal Auto,Four-Door Car,Oregon,F
NX32730,,,High School or Below,3000.437822,77041,74,0,475.01424,Personal Auto,Two-Door Car,California,F
OH98172,,,High School or Below,3188.53073,81081,79,0,224.888004,Personal Auto,Two-Door Car,California,F
AQ30231,,,Bachelor,5800.772699,0,78,0,374.4,Personal Auto,Four-Door Car,California,F
MU97512,,,Bachelor,7398.873941,27383,188,0,902.4,Corporate Auto,Luxury Car,Oregon,M
CO75086,,,College,7269.338677,20407,95,2,36.97749,Corporate Auto,Four-Door Car,Arizona,M
WW52683,,,Bachelor,5067.635525,61067,64,1,86.309744,Personal Auto,Four-Door Car,California,F
XO38850,,,College,6227.365252,0,94,0,676.8,Personal Auto,Four-Door Car,Arizona,M
DB50188,,,College,4448.642277,23006,113,0,792.104571,Personal Auto,SUV,California,M
DG23204,,,Doctor,2595.558788,27734,65,0,193.33986,Personal Auto,Four-Door Car,California,F
JS64688,,,High School or Below,2595.853636,48608,67,0,321.6,Personal Auto,Four-Door Car,Oregon,M
PU81096,,,Bachelor,6817.430723,43947,61,4,291.388894,Personal Auto,Four-Door Car,Arizona,M
IW56740,,,High School or Below,15519.67161,23402,82,0,393.6,Personal Auto,Two-Door Car,Oregon,M
AK44985,,,College,3853.473448,0,110,0,792.0,Personal Auto,SUV,California,F
FX55409,,,Master,8229.240991,0,109,0,298.636534,Personal Auto,SUV,Oregon,F
BK76107,,,High School or Below,14024.35839,81872,115,0,256.43803,Personal Auto,Four-Door Car,Oregon,F
AY26056,,,College,7948.567913,63892,66,0,90.712257,Personal Auto,Four-Door Car,Arizona,F
QR36329,,,Bachelor,2624.099741,11822,70,0,285.894115,Corporate Auto,Two-Door Car,Washington,F
GF70857,,,College,2933.960426,0,83,0,199.851201,Personal Auto,Four-Door Car,Nevada,M
QE46704,,,College,2871.145075,94178,72,1,226.10336,Personal Auto,Four-Door Car,Nevada,M
PD22502,,,Bachelor,4799.621411,0,65,0,312.0,Personal Auto,Two-Door Car,California,F
XF94560,,,High School or Below,2305.238251,0,62,0,297.6,Corporate Auto,Four-Door Car,Washington,F
HZ64168,,,Bachelor,40440.76481,0,129,0,1191.319334,Personal Auto,SUV,California,M
FT79229,,,Bachelor,8900.420359,83761,111,0,532.8,Personal Auto,SUV,Washington,F
EI17753,,,High School or Below,4428.031583,58577,110,0,303.872752,Personal Auto,SUV,Oregon,F
EV15646,,,College,3781.690691,46573,94,0,77.778826,Personal Auto,Four-Door Car,California,M
FF38892,,,High School or Below,32861.25616,49889,118,0,201.545818,Personal Auto,Two-Door Car,California,F
PP35705,,,High School or Below,35862.99324,26376,121,0,580.8,Personal Auto,SUV,California,M
FQ24781,,,Master,2574.020376,34990,65,0,42.689135,Personal Auto,Four-Door Car,Oregon,F
CR20811,,,Bachelor,10660.89661,60642,133,0,428.27511,Personal Auto,SUV,California,F
XT55646,,,Bachelor,4428.625763,18263,117,0,758.333096,Personal Auto,SUV,Arizona,M
JH30819,,,Bachelor,25674.14895,66550,107,1,513.6,Corporate Auto,SUV,California,F
YV88022,,,High School or Below,6689.022728,56980,84,0,599.000883,Personal Auto,Two-Door Car,Washington,M
VF57165,,,High School or Below,16256.80661,21206,136,0,98.086192,Corporate Auto,Sports Car,California,F
AZ36763,,,Bachelor,11834.73469,0,85,0,612.0,Personal Auto,Four-Door Car,Arizona,F
FL50532,,,Master,8237.251407,48866,103,0,494.4,Personal Auto,Sports Car,Arizona,M
JP88955,,,High School or Below,8876.667487,30525,115,0,368.022992,Personal Auto,Sports Car,Oregon,M
QF69163,,,College,4373.35826,25676,113,0,542.4,Personal Auto,Two-Door Car,Washington,F
OA26316,,,College,2221.364314,0,62,0,699.521401,Personal Auto,Four-Door Car,Arizona,F
FL55134,,,High School or Below,10408.96865,20228,101,1,523.815839,Personal Auto,SUV,Nevada,M
OL48469,,,High School or Below,4162.179638,0,67,3,321.6,Personal Auto,Four-Door Car,Nevada,M
CR86548,,,Master,12349.70232,67248,102,0,489.6,Personal Auto,SUV,Nevada,F
XO11574,,,High School or Below,3399.125502,28928,87,1,192.644347,Personal Auto,Four-Door Car,California,M
DM34321,,,Master,3420.661111,11652,89,0,526.476537,Personal Auto,Two-Door Car,California,F
